id,event_time,username,role,action,detail
398,2025-12-29 05:28:00,Aditya340,user,Logout,User initiated
399,2025-12-06 10:55:49,Dhruv10,user,Export CSV,User initiated
400,2026-01-31 02:56:37,Diya59,user,Attendance Marked,Manual trigger
401,2026-02-19 23:21:23,Aarav474,user,Generate Face,From desktop client
402,2025-12-13 09:15:03,Diya497,user,Settings Changed,Batch execution
403,2025-12-09 16:35:07,Sara194,user,Compare Faces,User initiated
404,2025-12-12 20:12:43,Diya451,user,Attendance Marked,User initiated
405,2025-12-10 13:44:02,Myra298,user,Logout,Batch execution
406,2026-01-27 13:25:14,Kabir531,user,Logout,From analytics panel
407,2026-01-11 10:57:35,Ira910,user,Password Changed,Batch execution
408,2025-12-30 04:36:37,Kiara616,user,Attendance Marked,From desktop client
409,2025-12-21 19:54:59,Diya389,user,Export CSV,From analytics panel
410,2026-01-17 06:26:54,Aarav325,user,Model Retrain,Manual trigger
411,2025-11-12 20:06:37,Aditya656,user,Compare Faces,Manual trigger
412,2025-11-18 07:03:03,Kabir61,user,Export CSV,Manual trigger
413,2026-01-31 00:06:00,Arjun116,user,Login,Batch execution
414,2026-02-03 15:08:37,Ira275,user,Generate Face,From analytics panel
415,2026-02-16 09:36:52,Avni579,user,Export CSV,Batch execution
416,2026-03-06 08:57:37,Atharv528,user,Password Changed,Batch execution
417,2026-01-30 04:33:47,Kabir484,user,Logout,From analytics panel
418,2025-11-18 07:27:37,Kabir26,user,Model Retrain,Manual trigger
419,2026-02-10 11:02:45,Atharv96,user,Password Changed,Automated schedule
420,2026-01-11 23:49:32,Riya969,user,Settings Changed,Batch execution
421,2025-11-24 11:32:57,Sara919,user,Model Retrain,User initiated
422,2026-02-02 01:25:01,Avni579,user,Login,From analytics panel
423,2026-02-25 04:53:42,Ira910,user,Attendance Marked,Automated schedule
424,2026-02-28 13:27:10,shishir1,user,Logout,From analytics panel
425,2025-12-05 21:26:59,Arjun421,user,Export CSV,Batch execution
426,2026-02-28 16:49:46,Aadhya418,user,Password Changed,User initiated
427,2026-03-05 07:46:50,Avni631,user,Model Retrain,Batch execution
428,2026-01-12 10:39:55,Kabir32,user,Compare Faces,Automated schedule
429,2026-01-19 11:50:34,Anaya861,user,Settings Changed,From analytics panel
430,2025-12-02 11:14:22,Ishaan257,user,Export CSV,Manual trigger
431,2025-12-12 15:17:59,Atharv240,user,Settings Changed,User initiated
432,2025-12-16 14:07:20,Diya637,user,Attendance Marked,Manual trigger
433,2026-02-18 06:39:25,Ishaan207,user,Model Retrain,Automated schedule
434,2025-11-16 13:44:19,Riya945,user,Generate Face,User initiated
435,2026-01-31 11:05:19,Diya727,user,Login,From desktop client
436,2026-02-28 12:08:08,Ira910,user,Attendance Marked,From analytics panel
437,2026-01-06 08:34:49,shishir,admin,Generate Face,From analytics panel
438,2026-02-14 16:14:30,Kabir906,user,Logout,Automated schedule
439,2025-11-24 08:30:04,Kabir26,user,Settings Changed,From analytics panel
440,2026-01-15 05:31:49,Diya283,user,Login,From desktop client
441,2025-11-20 08:09:18,Aarav25,user,Login,Automated schedule
442,2025-12-31 22:59:33,Aadhya440,user,Generate Face,From analytics panel
443,2026-02-05 11:33:51,Aarav480,user,Password Changed,User initiated
444,2025-12-22 18:52:46,Ishaan207,user,Logout,Manual trigger
445,2026-01-14 09:26:41,Kiara714,user,Login,Batch execution
446,2026-02-26 21:22:02,Aarav25,user,Password Changed,User initiated
447,2025-12-22 22:13:02,Aarav171,user,Generate Face,User initiated
448,2026-01-24 06:45:40,Reyansh444,user,Login,Batch execution
449,2026-02-13 02:31:18,Aarav171,user,Logout,From desktop client
450,2026-01-06 23:52:05,Arjun667,user,Export CSV,Manual trigger
451,2025-12-29 10:23:32,Ishaan257,user,Settings Changed,From desktop client
452,2026-01-14 14:23:50,Riya313,admin,Export CSV,From analytics panel
453,2025-12-18 10:36:46,Kabir26,user,Logout,From analytics panel
454,2026-01-26 06:56:52,Aarav480,user,Settings Changed,User initiated
455,2025-12-26 02:21:53,Kiaan117,user,Settings Changed,From analytics panel
456,2025-11-23 06:59:31,Ishaan969,user,Generate Face,User initiated
457,2025-12-30 13:23:07,Dhruv667,user,Logout,Batch execution
458,2025-11-20 13:06:31,Aadhya418,user,Login,From analytics panel
459,2026-03-03 10:15:40,Ira409,user,Login,Manual trigger
460,2026-02-22 22:55:19,Atharv900,user,Model Retrain,User initiated
461,2026-01-09 17:20:33,Ira275,user,Logout,From analytics panel
462,2026-01-05 00:19:49,Avni845,user,Model Retrain,Manual trigger
463,2026-02-02 22:42:20,Kabir26,user,Logout,Automated schedule
464,2026-01-10 04:32:16,Kabir484,user,Login,Manual trigger
465,2026-02-05 22:15:10,Avni724,user,Model Retrain,Automated schedule
466,2025-12-08 20:15:13,Arjun893,user,Password Changed,Automated schedule
467,2025-11-19 16:54:39,Diya183,user,Login,From analytics panel
468,2026-02-26 13:48:23,Diya727,user,Attendance Marked,Manual trigger
469,2026-01-04 08:45:05,Kiara950,user,Generate Face,From desktop client
470,2025-12-04 10:34:59,Kabir484,user,Compare Faces,Manual trigger
471,2025-11-25 16:44:46,Ishaan372,user,Settings Changed,Manual trigger
472,2026-01-01 11:26:37,Anaya874,user,Settings Changed,Automated schedule
473,2025-12-25 05:23:28,Sara239,user,Login,Automated schedule
474,2025-11-19 18:16:40,Ishaan627,user,Logout,From analytics panel
475,2026-01-08 08:05:21,Diya451,user,Logout,User initiated
476,2026-02-05 23:21:52,Diya727,user,Compare Faces,From desktop client
477,2025-12-25 07:12:01,Aarav474,user,Compare Faces,Automated schedule
478,2026-01-11 09:52:13,Diya317,user,Compare Faces,Automated schedule
479,2026-01-02 12:01:00,Kabir922,user,Export CSV,Automated schedule
480,2025-12-30 03:28:38,Diya183,user,Model Retrain,Manual trigger
481,2026-03-10 20:29:50,Anaya874,user,Logout,User initiated
482,2026-02-25 08:34:07,Diya317,user,Password Changed,User initiated
483,2025-11-25 19:07:16,Anaya339,user,Login,Automated schedule
484,2026-02-25 06:47:34,Myra89,user,Logout,From desktop client
485,2025-11-17 21:32:10,Aarav480,user,Generate Face,Automated schedule
486,2025-12-10 10:31:11,Avni724,user,Export CSV,From desktop client
487,2026-03-11 18:48:47,Atharv900,user,Settings Changed,From desktop client
488,2026-03-03 17:12:49,Kabir32,user,Settings Changed,From analytics panel
489,2026-02-14 19:52:40,Diya637,user,Compare Faces,Batch execution
490,2025-12-12 15:45:55,Kiara14,user,Attendance Marked,Batch execution
491,2025-12-27 22:10:33,Vihaan317,user,Settings Changed,Automated schedule
492,2026-02-04 05:44:14,Anaya339,user,Attendance Marked,Manual trigger
493,2026-02-11 05:02:24,Pari586,user,Export CSV,Manual trigger
494,2026-02-18 18:24:31,Kabir922,user,Export CSV,Batch execution
495,2025-12-17 04:12:55,Vihaan738,user,Password Changed,From analytics panel
496,2026-01-18 20:24:38,Ira910,user,Logout,From desktop client
497,2026-01-02 17:32:45,Kiara397,user,Login,User initiated
498,2026-01-18 09:39:10,Riya897,user,Attendance Marked,Manual trigger
499,2026-01-04 07:49:33,Riya340,user,Compare Faces,Manual trigger
500,2025-11-26 11:59:37,Kabir61,user,Attendance Marked,Batch execution
501,2025-12-22 14:29:30,shishir1,user,Login,From desktop client
502,2026-02-22 09:05:04,shishir,admin,Password Changed,User initiated
503,2025-12-08 18:12:07,Kiara937,user,Export CSV,User initiated
504,2026-02-28 08:31:05,SG SHISHIR,user,Login,Manual trigger
505,2026-03-03 20:50:43,Pari869,user,Attendance Marked,Batch execution
506,2025-11-20 20:16:09,Avni724,user,Model Retrain,User initiated
507,2026-01-25 11:54:07,Kabir525,user,Login,Manual trigger
508,2026-01-15 13:37:50,Riya933,user,Attendance Marked,Manual trigger
509,2026-02-11 23:56:52,Avni870,admin,Model Retrain,User initiated
510,2026-03-08 05:45:24,Arjun116,user,Generate Face,From analytics panel
511,2026-02-14 03:03:21,Kabir484,user,Settings Changed,User initiated
512,2026-01-31 17:00:12,Avni724,user,Attendance Marked,From analytics panel
513,2026-01-18 07:46:52,Aditya179,user,Attendance Marked,From analytics panel
514,2025-12-02 21:39:33,Kiara711,user,Attendance Marked,Automated schedule
515,2025-12-19 12:52:39,Pari465,user,Export CSV,Automated schedule
516,2026-01-17 09:27:54,Kabir61,user,Export CSV,Manual trigger
517,2025-12-23 14:46:32,Anaya861,user,Password Changed,Batch execution
518,2025-12-24 23:20:17,Diya183,user,Attendance Marked,User initiated
519,2026-01-16 02:47:10,Kiaan460,user,Attendance Marked,Automated schedule
520,2026-01-22 22:35:17,Vihaan113,user,Login,Batch execution
521,2025-11-24 18:42:13,Aarav25,user,Compare Faces,Automated schedule
522,2026-01-31 20:18:27,Kabir61,user,Export CSV,Manual trigger
523,2025-12-29 12:59:15,Sara662,user,Settings Changed,From desktop client
524,2025-12-11 21:22:37,Kabir525,user,Export CSV,Automated schedule
525,2025-11-30 22:27:43,Kiara616,user,Compare Faces,Automated schedule
526,2025-12-19 18:54:55,Aadhya294,user,Logout,Batch execution
527,2025-11-17 11:10:41,Aarav474,user,Settings Changed,Batch execution
528,2026-01-24 11:05:35,Kiara14,user,Logout,User initiated
529,2026-01-10 07:28:32,Riya442,user,Password Changed,From analytics panel
530,2026-02-23 02:01:26,Dhruv146,user,Compare Faces,User initiated
531,2026-01-02 12:28:12,Aarav474,user,Login,From analytics panel
532,2026-02-26 20:23:41,Diya497,user,Attendance Marked,User initiated
533,2026-01-13 01:32:39,Kiara711,user,Logout,Automated schedule
534,2025-12-25 13:04:49,Arjun635,user,Attendance Marked,From desktop client
535,2026-02-12 14:12:33,Pari869,user,Generate Face,From analytics panel
536,2026-03-05 22:04:44,Ishaan372,user,Login,User initiated
537,2026-01-01 18:38:46,Diya389,user,Generate Face,Batch execution
538,2026-03-04 18:56:38,Riya941,user,Export CSV,Manual trigger
539,2025-12-15 14:04:09,Diya59,user,Model Retrain,Batch execution
540,2025-12-27 03:04:26,Riya897,user,Login,User initiated
541,2026-01-25 01:47:47,Kabir531,user,Export CSV,Manual trigger
542,2025-11-17 05:54:50,Kabir906,user,Settings Changed,User initiated
543,2026-01-26 03:55:21,Riya313,admin,Login,User initiated
544,2025-12-18 17:52:23,Anaya874,user,Attendance Marked,From desktop client
545,2025-12-07 00:09:23,Ishaan231,user,Export CSV,From analytics panel
546,2026-02-20 15:01:29,Kabir922,user,Export CSV,Manual trigger
547,2026-01-17 18:53:44,Kiaan774,user,Logout,From analytics panel
548,2026-02-11 08:34:58,Myra116,admin,Compare Faces,Automated schedule
549,2025-12-27 08:53:49,Ishaan627,user,Password Changed,Manual trigger
550,2025-12-22 09:15:16,Kiara714,user,Compare Faces,User initiated
551,2026-01-13 18:04:21,Kiara44,user,Model Retrain,Manual trigger
552,2025-11-16 23:42:09,Riya933,user,Model Retrain,Manual trigger
553,2025-12-03 21:37:09,Kabir308,user,Attendance Marked,User initiated
554,2026-01-31 23:30:49,Kabir906,user,Logout,Automated schedule
555,2026-03-05 04:37:35,Kiara44,user,Compare Faces,Automated schedule
556,2025-11-30 13:21:28,Riya945,user,Logout,Manual trigger
557,2026-01-13 14:52:17,Dhruv830,user,Password Changed,Batch execution
558,2026-01-02 05:29:04,Arjun421,user,Logout,User initiated
559,2025-12-16 08:16:23,Pari465,user,Settings Changed,Batch execution
560,2025-12-16 01:51:26,Ishaan257,user,Model Retrain,From analytics panel
561,2026-02-26 09:39:26,Riya969,user,Login,Manual trigger
562,2026-01-24 15:11:56,Vihaan431,user,Compare Faces,From desktop client
563,2026-02-15 06:45:29,Kabir922,user,Attendance Marked,Automated schedule
564,2026-03-03 04:31:41,Riya340,user,Compare Faces,Manual trigger
565,2026-02-25 05:29:10,Ishaan257,user,Password Changed,From desktop client
566,2026-03-04 11:02:48,Diya389,user,Login,Batch execution
567,2025-12-23 20:28:56,Aarav171,user,Model Retrain,Batch execution
568,2026-02-08 20:49:26,Riya945,user,Generate Face,From analytics panel
569,2025-12-15 21:14:26,Kiaan774,user,Export CSV,User initiated
570,2025-12-13 10:28:27,Arjun667,user,Export CSV,From desktop client
571,2026-01-04 06:23:35,Riya941,user,Attendance Marked,Manual trigger
572,2025-11-25 15:26:52,Atharv528,user,Model Retrain,User initiated
573,2026-02-01 02:43:29,Aditya340,user,Settings Changed,User initiated
574,2026-03-09 22:04:25,Aditya530,user,Login,User initiated
575,2026-01-03 11:37:25,Avni545,user,Login,From analytics panel
576,2026-01-19 08:11:28,Vihaan751,user,Attendance Marked,Automated schedule
577,2025-11-21 12:44:10,Kiara397,user,Login,Batch execution
578,2026-02-22 14:03:04,Riya442,user,Login,Manual trigger
579,2026-01-20 15:19:18,Arjun421,user,Compare Faces,From desktop client
580,2025-11-24 23:28:32,Avni845,user,Login,From desktop client
581,2026-03-09 09:52:13,Avni545,user,Generate Face,Automated schedule
582,2026-02-28 10:10:56,Aarav325,user,Attendance Marked,User initiated
583,2026-02-16 23:17:25,Ishaan969,user,Attendance Marked,Batch execution
584,2025-12-26 00:38:33,Vihaan113,user,Settings Changed,Automated schedule
585,2025-11-13 07:11:05,Ira409,user,Attendance Marked,Manual trigger
586,2025-12-01 00:39:42,Riya340,user,Export CSV,Batch execution
587,2026-02-02 06:18:17,Kabir308,user,Settings Changed,Automated schedule
588,2025-12-05 20:05:48,Avni631,user,Password Changed,Batch execution
589,2025-12-04 02:15:44,Ira967,user,Password Changed,Batch execution
590,2025-12-24 18:04:53,Kabir793,user,Attendance Marked,Batch execution
591,2026-01-06 01:08:24,Ira910,user,Model Retrain,Batch execution
592,2025-12-03 15:12:31,Avni724,user,Compare Faces,User initiated
593,2026-01-16 08:20:54,Aarav480,user,Model Retrain,Automated schedule
594,2026-01-22 15:26:10,Kiara397,user,Logout,User initiated
595,2025-12-31 03:33:39,Ishaan207,user,Login,Manual trigger
596,2026-02-26 01:08:46,Diya727,user,Export CSV,Batch execution
597,2026-01-09 19:45:35,Ira275,user,Login,Automated schedule
598,2026-02-12 09:48:09,Kabir922,user,Settings Changed,Batch execution
599,2025-12-01 08:17:39,Diya637,user,Generate Face,Automated schedule
600,2025-11-26 17:30:23,Ishaan257,user,Attendance Marked,From analytics panel
601,2025-11-27 06:49:27,Arjun893,user,Login,From analytics panel
602,2026-03-08 09:24:23,Aarav480,user,Settings Changed,From analytics panel
603,2026-01-02 17:02:12,shishir1,user,Model Retrain,Automated schedule
604,2026-01-06 21:11:03,Kiara397,user,Settings Changed,User initiated
605,2025-11-28 08:03:00,Diya451,user,Compare Faces,Manual trigger
606,2026-01-08 00:03:56,Ira967,user,Compare Faces,Manual trigger
607,2026-02-02 17:08:42,Diya59,user,Compare Faces,Automated schedule
608,2026-01-13 16:08:41,Riya340,user,Settings Changed,Manual trigger
609,2026-02-21 16:47:28,Diya389,user,Login,From analytics panel
610,2025-11-16 10:05:27,Diya727,user,Logout,Automated schedule
611,2025-11-12 22:33:13,Vihaan751,user,Attendance Marked,Batch execution
612,2026-01-16 06:14:19,Myra116,admin,Login,Batch execution
613,2026-02-23 13:54:07,Pari869,user,Login,From analytics panel
614,2025-12-13 20:12:51,Aadhya418,user,Password Changed,From desktop client
615,2026-02-16 10:20:25,Ishaan627,user,Settings Changed,Automated schedule
616,2026-02-06 10:34:31,Diya727,user,Logout,User initiated
617,2025-12-28 13:59:15,Pari586,user,Login,From desktop client
618,2025-12-04 19:39:01,Atharv528,user,Login,From desktop client
619,2025-12-11 08:00:46,Vihaan431,user,Password Changed,Manual trigger
620,2025-11-30 09:45:56,Pari23,user,Logout,Manual trigger
621,2025-12-04 00:54:42,Kabir793,user,Login,Batch execution
622,2026-02-07 06:34:06,Atharv96,user,Export CSV,Automated schedule
623,2026-03-08 14:11:03,Arjun421,user,Export CSV,Batch execution
624,2026-01-31 14:48:11,Pari465,user,Settings Changed,From desktop client
625,2026-01-25 07:29:35,Atharv900,user,Export CSV,Automated schedule
626,2026-03-02 17:24:41,Pari586,user,Export CSV,User initiated
627,2026-02-16 22:26:28,Kiara397,user,Logout,From desktop client
628,2025-11-30 19:20:58,Avni870,admin,Attendance Marked,Automated schedule
629,2026-02-08 08:34:20,Atharv96,user,Export CSV,From desktop client
630,2026-01-03 02:01:53,Arjun116,user,Settings Changed,Automated schedule
631,2025-12-05 21:29:43,Ishaan231,user,Login,Automated schedule
632,2026-02-12 17:45:54,Arjun116,user,Generate Face,Manual trigger
633,2026-01-03 18:56:24,Ishaan572,user,Logout,User initiated
634,2026-01-04 02:32:53,shishir,admin,Model Retrain,Automated schedule
635,2026-01-03 14:23:14,Kiara711,user,Attendance Marked,Automated schedule
636,2026-01-06 04:35:42,Aditya246,user,Logout,Automated schedule
637,2026-02-14 10:55:23,Ishaan969,user,Logout,User initiated
638,2025-11-17 03:47:46,Myra407,user,Password Changed,From desktop client
639,2026-01-26 23:08:00,Atharv900,user,Settings Changed,Automated schedule
640,2026-01-06 22:19:50,Ishaan372,user,Settings Changed,Batch execution
641,2025-11-14 09:14:18,Ira275,user,Export CSV,Manual trigger
642,2026-01-30 17:27:40,Diya59,user,Export CSV,Automated schedule
643,2026-01-27 12:37:58,Diya637,user,Attendance Marked,From analytics panel
644,2025-11-30 19:04:15,Aditya246,user,Login,User initiated
645,2026-02-03 01:13:54,Diya389,user,Compare Faces,User initiated
646,2025-12-11 14:43:52,Aditya530,user,Login,From analytics panel
647,2025-11-15 18:00:26,Kiara937,user,Settings Changed,Batch execution
648,2026-03-03 10:50:07,Aarav25,user,Model Retrain,From desktop client
649,2026-01-01 08:13:29,Myra298,user,Export CSV,From desktop client
650,2026-01-16 07:55:05,Kiara711,user,Compare Faces,From analytics panel
651,2026-02-09 17:41:36,shishir1,user,Login,Manual trigger
652,2026-02-19 05:36:32,Diya60,user,Attendance Marked,From desktop client
653,2025-12-23 14:55:05,Vihaan132,user,Login,From analytics panel
654,2025-11-21 07:07:22,Kabir32,user,Attendance Marked,Batch execution
655,2025-12-04 19:56:36,Avni300,user,Generate Face,User initiated
656,2026-01-23 10:14:47,Kiaan117,user,Export CSV,From desktop client
657,2025-11-21 23:08:11,Myra407,user,Attendance Marked,Automated schedule
658,2026-01-11 07:45:20,Avni545,user,Compare Faces,Manual trigger
659,2025-12-11 02:29:53,Diya451,user,Compare Faces,User initiated
660,2026-02-09 16:43:58,Kabir26,user,Logout,From analytics panel
